📡丨央视频道,#genre#
CCTV5超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500516171&pid=2028597139&timestamp=20260524113900&Channel_ID=0116_2600037000-99000-200300220106140&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=210.51.27.7&SecurityKey=20260524113900&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2577de24ceb374f58cb01a8e094f3ba2
CCTV6超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20260524113835&Channel_ID=0116_2600037000-99000-200300220106139&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=210.51.27.7&SecurityKey=20260524113835&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d7eef3bf7398ff623530f3dbf3356ea2
CCTV7超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20260524113803&Channel_ID=0116_2600037000-99000-200300220106138&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=210.51.27.206&SecurityKey=20260524113803&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9e4de38ae81b1a1acae9c503ef1b4081
CCTV8超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20260524113728&Channel_ID=0116_2600037000-99000-200300220106137&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=210.51.27.124&SecurityKey=20260524113728&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=13752cf25e5f1af99cc7ce6debb7cd81
CCTV9超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20260524113703&Channel_ID=0116_2600037000-99000-200300220106136&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=210.51.27.96&SecurityKey=20260524113703&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1faa74e3d7960551ec40debe4b0b9d3d
CCTV10超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212874&pid=2028597139&timestamp=20260524113628&Channel_ID=0116_2600037000-99000-200300220106135&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=210.51.27.96&SecurityKey=20260524113628&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0f27edd26ca3e28f45264c8df299cdf2
CCTV11超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500988610&pid=2028597139&timestamp=20260524113544&Channel_ID=0116_2600037000-99000-200300220106134&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=210.51.27.96&SecurityKey=20260524113544&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=81c12b5a0484563719c164e83fa59c43
CCTV12超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083627&pid=2028597139&timestamp=20260524113516&Channel_ID=0116_2600037000-99000-200300220106133&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=210.51.27.73&SecurityKey=20260524113516&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e469379b91d36d5cb9511f8afd3b12fb
CCTV13超清,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260524113353&Channel_ID=0116_2600037000-99000-200300220106130&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=210.51.27.90&SecurityKey=20260524113353&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a6c764dd44b16c424480cf5b2642c669
CCTV14超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260524113447&Channel_ID=0116_2600037000-99000-200300220106132&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=210.51.27.73&SecurityKey=20260524113447&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9b3bb984f6ebecb0b5b735c878092806
CCTV15超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260524113419&Channel_ID=0116_2600037000-99000-200300220106131&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=210.51.27.73&SecurityKey=20260524113419&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5140d7f17a87ac78dd15c3ff56a5022a
CCTV16超清,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260524113328&Channel_ID=0116_2600037000-99000-200300220106129&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=210.51.27.90&SecurityKey=20260524113328&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a4ad5e0a58dce147c1c663f081e373f8
CCTV5+超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500516288&pid=2028597139&timestamp=20260524113925&Channel_ID=0116_2600037000-99000-200300220106141&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=210.51.27.116&SecurityKey=20260524113925&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=df842ad944e3fc096298a6db2fad3434
湖南卫视超清,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视超清,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=
湖南卫视超清,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=
浙江卫视超清,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视超清,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699067&netType=4&sid=5500199408&pid=2028597139&timestamp=20260524112605&Channel_ID=0116_2600037000-99000-200300220106099&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=171.121.253.172&SecurityKey=20260524112605&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=91d6e6703c67c0b5aecc53ec18fa21a2
江苏卫视超清,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
北京卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600697&netType=4&sid=5910022306&pid=2028597139&timestamp=20260524112527&Channel_ID=0116_2600037000-99000-200300220106098&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=171.121.253.172&SecurityKey=20260524112527&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d5d737c9bcd90d7ec3c4612296c98f4f
湖北卫视超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600633&netType=4&sid=5910022163&pid=2028597139&timestamp=20260524112435&Channel_ID=0116_2600037000-99000-200300220106096&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=171.121.253.172&SecurityKey=20260524112435&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=46116a8377c020df58a4b7aaf0cf7faf
广东卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260524112721&Channel_ID=0116_2600037000-99000-200300220106101&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=171.121.253.138&SecurityKey=20260524112721&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=000b58e75e6b222a9b43ec9f62490f8c
山东卫视超清,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=
山东卫视超清,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=
东方卫视超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260524112643&Channel_ID=0116_2600037000-99000-200300220106100&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=171.121.253.138&SecurityKey=20260524112643&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=86bd7bc244017caf880e218b69d99f5c
辽宁卫视超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600572&netType=4&sid=5910022198&pid=2028597139&timestamp=20260524112406&Channel_ID=0116_2600037000-99000-200300220106095&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=171.121.253.172&SecurityKey=20260524112406&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4becd83e01a8c74f0f9d9bb150acce7b
辽宁卫视超清,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
东南卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600717&netType=4&sid=5910022182&pid=2028597139&timestamp=20260524121404&Channel_ID=0116_2600037000-99000-200300220106135&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=220.196.48.241&SecurityKey=20260524121404&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3bada90303f9d493ec57b1c99cb5d47e
东南卫视超清,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/01.m3u8?&HlsSubType=&encrypt=
江西卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600633&netType=4&sid=5910021492&pid=2028597139&timestamp=20260524112501&Channel_ID=0116_2600037000-99000-200300220106097&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=171.121.253.172&SecurityKey=20260524112501&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=390fc178c1b712cd698943d031486ec9
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8


🐼丨动画频道,#genre#

卡酷少儿,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227456/index.m3u8
金鹰卡通,http://itv.iptv1688.top:2016/itv.php?id=金鹰卡通
优漫卡通,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227339/index.m3u8
哈哈炫动,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227335/index.m3u8
嘉佳卡通,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227498/index.m3u8
黑莓动画,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227303/index.m3u8
动漫秀场,http://36.129.204.117:9003//hls/67/index.m3u8
新动漫,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227498/index.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
河北少儿,http://tv.pull.hebtv.com/jishi/shaoerkejiao.m3u8?t=2510710360&k=4ff4446adf3cce3de40dd013255b38b2
黑龙江少儿,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
甘肃少儿,https://hls.gstv.com.cn/49048r/922k96.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
内蒙古少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
韩国EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
七龙珠,http://iptv.jxpan.vip:18888/aio/huya/11601966
灌篮高手,http://luobo.bkpcp.top/yy/1382735626
哆啦A梦,http://iptv.jxpan.vip:18888/aio/huya/11601963
猫和老鼠,http://iptv.jxpan.vip:18888/aio/huya/11352879
蜡笔小新,http://luobo.bkpcp.top/bilibili/30837590
喜羊羊与灰太狼,http://iptv.jxpan.vip:18888/aio/huya/23865080
精灵宝可梦,http://iptv.jxpan.vip:18888/aio/huya/23749096
名侦探柯南,http://iptv.jxpan.vip:18888/aio/huya/30080236
中华小当家,http://iptv.jxpan.vip:18888/aio/huya/11342413






🐼丨影视娱乐,#genre#

CHC动作电影,http://t.061899.xyz/tl/dq.php?id=chcdzdy
CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=chcjtdy
东方影视,https://zby.130519.xyz/PLTV/11/224/3221225744/index.m3u8
周星驰电影,http://iptv.jxpan.vip:18888/aio/huya/11342412
林正英电影,http://iptv.jxpan.vip:18888/aio/huya/11342421
刘德华电影,http://iptv.jxpan.vip:18888/aio/huya/11342424
古天乐电影,http://iptv.jxpan.vip:18888/aio/huya/29982675
成龙电影,http://iptv.jxpan.vip:18888/aio/huya/11342386
李连杰电影,http://iptv.jxpan.vip:18888/aio/huya/11342390
甄子丹电影,http://iptv.jxpan.vip:18888/aio/huya/11352935
沈腾电影,http://iptv.jxpan.vip:18888/aio/huya/11601968
黄渤电影,http://iptv.jxpan.vip:18888/aio/huya/11352876
强森电影,http://iptv.jxpan.vip:18888/aio/huya/21059581
王晶电影,http://iptv.jxpan.vip:18888/aio/huya/11602058
金庸武侠,http://iptv.jxpan.vip:18888/aio/huya/11342435
功夫电影,http://iptv.jxpan.vip:18888/aio/huya/11352941
贺岁电影,http://iptv.jxpan.vip:18888/aio/huya/11601986
怪兽电影,http://iptv.jxpan.vip:18888/aio/huya/21059577
武侠电影,http://iptv.jxpan.vip:18888/aio/huya/11342427
玄幻电影,http://iptv.jxpan.vip:18888/aio/huya/11342414
罪犯电影,http://iptv.jxpan.vip:18888/aio/huya/11352962
战争电影,http://iptv.jxpan.vip:18888/aio/huya/21059574
谍战电影,http://iptv.jxpan.vip:18888/aio/huya/21059585
枪战电影,http://iptv.jxpan.vip:18888/aio/huya/21059579
狄仁杰电影,http://iptv.jxpan.vip:18888/aio/huya/30080229
末日电影合集,http://luobo.bkpcp.top/yy/1354889019
宇宙科幻合集,http://iptv.jxpan.vip:18888/aio/huya/11342428
欧美大片,http://iptv.jxpan.vip:18888/aio/douyu/2793084
邵氏影院,http://iptv.jxpan.vip:18888/aio/douyu/4246519
冰冰影剧,http://iptv.jxpan.vip:18888/aio/douyu/74374
斗鱼港剧,http://iptv.jxpan.vip:18888/aio/douyu/5061550

延禧攻略,http://iptv.jxpan.vip:18888/aio/huya/26355864
琅琊榜,http://zby.xjqxz.top/lyb/live.m3u8
新三国,http://iptv.jxpan.vip:18888/aio/huya/11352944
新水浒传,http://iptv.jxpan.vip:18888/aio/huya/11342384
新三国（斗鱼）,http://iptv.jxpan.vip:18888/aio/douyu/5908256
少年包青天第一部,http://luobo.bkpcp.top/yy/1356043677
少年包青天第三部,http://luobo.bkpcp.top/yy/1382736814
神探狄仁杰第一部,http://iptv.jxpan.vip:18888/aio/huya/11352958
神探狄仁杰第二部,http://iptv.jxpan.vip:18888/aio/douyu/431460
神探狄仁杰第三部,http://iptv.jxpan.vip:18888/aio/huya/11342425
爱情公寓,http://iptv.jxpan.vip:18888/aio/huya/11336726
亮剑,http://iptv.jxpan.vip:18888/aio/huya/30080238
雪豹,http://iptv.jxpan.vip:18888/aio/huya/29580970
特种兵之火凤凰,http://iptv.jxpan.vip:18888/aio/huya/29982636
士兵突击,http://iptv.jxpan.vip:18888/aio/huya/11342430
笑傲江湖,http://iptv.jxpan.vip:18888/aio/huya/26355790
神雕侠侣,http://iptv.jxpan.vip:18888/aio/huya/11352964
天龙八部,http://iptv.jxpan.vip:18888/aio/huya/20985816
倚天屠龙记,http://iptv.jxpan.vip:18888/aio/huya/11342403
铁齿铜牙纪晓岚,http://iptv.jxpan.vip:18888/aio/huya/11342396
康熙王朝,http://iptv.jxpan.vip:18888/aio/huya/11352940
陈情令,http://iptv.jxpan.vip:18888/aio/huya/29465862
庆余年,http://iptv.jxpan.vip:18888/aio/huya/11352960
鬼吹灯之精绝古城,http://iptv.jxpan.vip:18888/aio/huya/11352871
鬼吹灯之怒晴湘西,http://iptv.jxpan.vip:18888/aio/huya/11602075
鬼吹灯之龙岭迷窟,http://iptv.jxpan.vip:18888/aio/huya/29465863
鬼吹灯之云南虫谷,http://iptv.jxpan.vip:18888/aio/huya/11352898
伪装者,http://luobo.bkpcp.top/yy/1354936244
西游记后传,http://luobo.bkpcp.top/yy/1353392400
隋唐英雄传,http://luobo.bkpcp.top/yy/1352475619
仙剑奇侠传,http://luobo.bkpcp.top/yy/1382749903
西游记续集,http://iptv.jxpan.vip:18888/aio/douyu/3113309
我是特种兵之利刃出鞘,http://luobo.bkpcp.top/yy/37999586
狂飙,http://luobo.bkpcp.top/yy/1355142167
 三国演义,http://iptv.jxpan.vip:18888/aio/huya/11602081
西游记,http://iptv.jxpan.vip:18888/aio/huya/26355861
 新白娘子传奇,http://luobo.bkpcp.top/yy/1354490667
乌龙闯情关,http://iptv.jxpan.vip:18888/aio/huya/26355767
柳舟计,http://iptv.jxpan.vip:18888/aio/huya/23860039
与凤行,http://iptv.jxpan.vip:18888/aio/huya/26355866
大秦赋,http://iptv.jxpan.vip:18888/aio/huya/23903130
永夜星河,http://iptv.jxpan.vip:18888/aio/huya/23734169
流水迢迢,http://iptv.jxpan.vip:18888/aio/huya/23865036
唐诡之西行,http://iptv.jxpan.vip:18888/aio/huya/26355763
玫瑰的故事,http://iptv.jxpan.vip:18888/aio/huya/23865142
梦中的那片海,http://iptv.jxpan.vip:18888/aio/huya/26355765
知否知否,http://luobo.bkpcp.top/yy/21881901
父母爱情,http://luobo.bkpcp.top/yy/1354926650
欢乐颂,http://luobo.bkpcp.top/yy/1382735624
康熙微服私访记,http://iptv.jxpan.vip:18888/aio/huya/11342418
如懿传,http://iptv.jxpan.vip:18888/aio/huya/29465868
芈月传,http://iptv.jxpan.vip:18888/aio/huya/11352975
楚汉骄雄,http://iptv.jxpan.vip:18888/aio/huya/29465854
封神榜,http://iptv.jxpan.vip:18888/aio/huya/29465849
无心法师,http://iptv.jxpan.vip:18888/aio/huya/30080233
西游记2,http://iptv.jxpan.vip:18888/aio/huya/29465859
活佛济公3,http://iptv.jxpan.vip:18888/aio/huya/23903123
天龙八部,http://luobo.bkpcp.top/yy/1351814644
鹿鼎记,http://luobo.bkpcp.top/yy/28265277
寻秦记,http://iptv.jxpan.vip:18888/aio/huya/29465848
大唐双龙传,http://iptv.jxpan.vip:18888/aio/huya/29465850
神雕侠侣,http://iptv.jxpan.vip:18888/aio/huya/23865171
射雕英雄传,http://iptv.jxpan.vip:18888/aio/huya/23824164
倚天屠龙记,http://iptv.jxpan.vip:18888/aio/huya/23734246
笑傲江湖,http://iptv.jxpan.vip:18888/aio/huya/23865142
谈判专家,http://luobo.bkpcp.top/yy/1382735560
刑事侦缉档案,http://iptv.jxpan.vip:18888/aio/huya/29465856
法政先锋,http://iptv.jxpan.vip:18888/aio/huya/23863804
洗冤录,http://iptv.jxpan.vip:18888/aio/huya/29465851
陀枪师姐,http://iptv.jxpan.vip:18888/aio/huya/29465857
使徒行者,http://iptv.jxpan.vip:18888/aio/huya/23734256
鉴证实录,http://iptv.jxpan.vip:18888/aio/huya/23903183
金枝欲孽,http://iptv.jxpan.vip:18888/aio/huya/29465847
扫黄先锋,http://iptv.jxpan.vip:18888/aio/huya/29465855
创世纪,http://iptv.jxpan.vip:18888/aio/huya/29465852
妙手仁心,http://iptv.jxpan.vip:18888/aio/huya/29465853
大时代,http://iptv.jxpan.vip:18888/aio/huya/23865161
野蛮亲家,http://iptv.jxpan.vip:18888/aio/huya/23863796
笑看风云,http://iptv.jxpan.vip:18888/aio/huya/29465858
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
